elev,shp,time,elb,rie
59.35,59.21,18:32:32:857,43.02,28.83
59.06,57.88,18:32:32:993,50.03,28.38
60.96,58.96,18:32:33:131,53.23,24.79
80.53,56.42,18:32:33:272,13.55,666.0
83.89,51.56,18:32:33:406,11.29,666.0
83.97,47.24,18:32:33:527,11.97,666.0
83.12,39.11,18:32:33:660,12.9,666.0
83.71,30.59,18:32:33:790,15.54,666.0
85.01,25.1,18:32:33:919,13.92,666.0
84.83,14.18,18:32:34:059,13.46,666.0
84.45,3.6,18:32:34:190,14.78,666.0
83.92,-2.09,18:32:34:321,12.26,666.0
84.05,-6.31,18:32:34:448,13.57,666.0
84.4,-9.23,18:32:34:572,13.07,666.0
84.33,-10.98,18:32:34:703,13.68,666.0
84.03,-10.64,18:32:34:825,13.82,666.0
83.79,-10.86,18:32:34:952,14.56,666.0
83.59,-10.07,18:32:35:080,14.73,666.0
83.13,-10.04,18:32:35:209,15.03,666.0
82.16,-8.68,18:32:35:341,15.93,666.0
79.68,-3.62,18:32:35:464,19.86,666.0
77.82,5.91,18:32:35:589,18.01,666.0
77.93,22.43,18:32:35:726,12.17,666.0
78.11,29.99,18:32:35:853,15.64,666.0
79.74,42.62,18:32:35:997,11.8,666.0
80.2,48.8,18:32:36:146,25.99,666.0
81.25,56.3,18:32:36:277,10.37,666.0
79.41,63.68,18:32:36:412,14.03,666.0
79.27,68.68,18:32:36:540,13.45,666.0
78.21,69.42,18:32:36:660,15.79,666.0
60.06,65.85,18:32:36:785,49.77,23.75
60.13,64.45,18:32:36:907,51.7,26.59
64.52,57.42,18:32:37:044,45.32,38.7
62.85,55.61,18:32:37:171,40.14,35.09
62.01,57.07,18:32:37:296,42.62,32.87
63.09,56.9,18:32:37:422,42.17,34.2
62.49,58.17,18:32:37:545,51.49,32.73
64.79,60.06,18:32:37:684,48.9,30.49
83.61,59.72,18:32:37:822,13.92,666.0
85.09,53.09,18:32:37:960,12.0,666.0
83.2,45.85,18:32:38:104,11.77,666.0
81.16,36.12,18:32:38:234,14.47,666.0
80.88,24.28,18:32:38:353,18.01,666.0
81.53,17.89,18:32:38:471,16.96,666.0
82.97,10.0,18:32:38:587,13.13,666.0
