elev,shp,time,elb,rie
147.19,58.15,18:29:36:620,15.54,666.0
158.81,50.17,18:29:36:757,12.39,666.0
160.44,48.71,18:29:36:887,12.48,666.0
161.55,44.53,18:29:37:028,13.11,666.0
160.87,43.86,18:29:37:170,10.25,666.0
153.53,44.08,18:29:37:292,16.88,666.0
147.52,48.97,18:29:37:415,18.09,666.0
135.58,54.8,18:29:37:546,18.19,666.0
119.56,62.07,18:29:37:683,19.06,666.0
101.07,61.0,18:29:37:806,19.94,666.0
82.25,53.0,18:29:37:930,28.41,666.0
64.49,50.39,18:29:38:081,43.54,41.93
49.79,55.34,18:29:38:231,33.12,18.65
44.82,52.96,18:29:38:355,26.16,666.0
38.41,49.76,18:29:38:474,28.26,666.0
31.45,42.77,18:29:38:597,27.74,666.0
22.73,25.74,18:29:38:723,37.84,11.71
19.86,19.13,18:29:38:859,34.39,13.35
14.01,3.5,18:29:38:994,32.58,8.07
11.39,-18.51,18:29:39:129,32.52,1.12
11.11,-26.73,18:29:39:264,30.07,0.65
